order_id,customer_id,customer_name,restaurant_name,food_item,food_category,quantity,unit_price,total_amount,order_date,order_time,delivery_time_minutes,city,customer_rating,payment_method,delivery_status
185,1385,Rutuja More,KFC,Chicken Bucket,Fast Food,1,755.0,755.0,2026-01-30,20:20:00,42,Nashik,4.6,UPI,Delivered
186,1386,Sanket Shah,Dominos,Deluxe Veggie Pizza,Pizza,1,470.0,470.0,2026-01-31,19:05:00,28,Nagpur,4.8,Cash,Delivered
187,1387,Pooja Patil,Burger King,Crispy Veg Burger,Burger,2,205.0,410.0,2026-02-01,15:25:00,27,Thane,4.1,Card,Delivered
188,1388,Tejas More,Subway,Paneer Sandwich,Healthy,2,260.0,520.0,2026-02-02,13:30:00,24,Mumbai,4.5,UPI,Delivered
189,1389,Anjali Shah,Pizza Hut,Cheese Pizza,Pizza,2,340.0,680.0,2026-02-03,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
190,1390,Manish Patil,KFC,Chicken Popcorn,Fast Food,3,235.0,705.0,2026-02-04,19:50:00,36,Nashik,4.4,Card,Delivered
191,1391,Sneha More,Dominos,Farmhouse Pizza,Pizza,1,465.0,465.0,2026-02-05,20:15:00,29,Nagpur,4.6,UPI,Delivered
192,1392,Abhishek Shah,McDonalds,McVeggie,Burger,3,145.0,435.0,2026-02-06,17:05:00,21,Thane,4.2,Cash,Delivered
193,1393,Priya Patil,Subway,Veg Sandwich,Healthy,2,240.0,480.0,2026-02-07,13:10:00,23,Mumbai,4.3,Card,Delivered
194,1394,Kiran More,Burger King,Whopper,Burger,1,295.0,295.0,2026-02-08,15:40:00,30,Pune,4.6,UPI,Delivered
195,1395,Monika Shah,Pizza Hut,Veggie Paradise Pizza,Pizza,2,385.0,770.0,2026-02-09,18:40:00,35,Nashik,4.8,Cash,Delivered
196,1396,Harshal Patil,KFC,Hot Crispy Chicken,Fast Food,2,335.0,670.0,2026-02-10,19:55:00,39,Nagpur,4.5,Card,Delivered
197,1397,Deepali More,Dominos,Cheese n Corn Pizza,Pizza,1,385.0,385.0,2026-02-11,20:25:00,28,Thane,4.5,UPI,Delivered
198,1398,Akash Shah,McDonalds,French Fries,Snacks,4,105.0,420.0,2026-02-12,17:15:00,20,Mumbai,4.1,Cash,Delivered
199,1399,Rohit Patil,Subway,Paneer Tikka Sandwich,Healthy,2,270.0,540.0,2026-02-13,13:25:00,24,Pune,4.7,Card,Delivered
200,1400,Neha More,Burger King,Cheese Burger,Burger,2,210.0,420.0,2026-02-14,15:35:00,28,Nashik,4.2,UPI,Delivered
201,1401,Rahul Patil,Pizza Hut,Veg Loaded Pizza,Pizza,2,390.0,780.0,2026-02-15,18:20:00,35,Mumbai,4.7,UPI,Delivered
202,1402,Sneha Shah,Dominos,Cheese Burst Pizza,Pizza,1,540.0,540.0,2026-02-16,19:10:00,28,Pune,4.8,Card,Delivered
203,1403,Amit More,KFC,Chicken Bucket,Fast Food,1,770.0,770.0,2026-02-17,20:15:00,42,Nashik,4.5,Cash,Delivered
204,1404,Pooja Patil,McDonalds,French Fries,Snacks,4,100.0,400.0,2026-02-18,17:25:00,21,Nagpur,4.1,UPI,Delivered
205,1405,Rohan Shah,Subway,Paneer Sandwich,Healthy,2,255.0,510.0,2026-02-19,13:30:00,24,Thane,4.6,Card,Delivered
206,1406,Kiran More,Burger King,Veg Burger,Burger,2,195.0,390.0,2026-02-20,15:20:00,28,Mumbai,4.0,Cash,Delivered
207,1407,Neha Patil,Pizza Hut,Paneer Pizza,Pizza,1,345.0,345.0,2026-02-21,18:15:00,36,Pune,4.7,UPI,Delivered
208,1408,Sagar Shah,KFC,Chicken Wings,Fast Food,2,300.0,600.0,2026-02-22,19:40:00,38,Nashik,4.4,Card,Delivered
209,1409,Anjali More,Dominos,Peppy Paneer,Pizza,1,415.0,415.0,2026-02-23,20:00:00,29,Nagpur,4.6,UPI,Delivered
210,1410,Tejas Patil,Subway,Veg Sandwich,Healthy,2,240.0,480.0,2026-02-24,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
211,1411,Komal Shah,McDonalds,McVeggie,Burger,3,140.0,420.0,2026-02-25,16:20:00,21,Mumbai,4.2,UPI,Delivered
212,1412,Vikas More,Burger King,Whopper,Burger,1,300.0,300.0,2026-02-26,18:10:00,30,Pune,4.5,Card,Delivered
213,1413,Rutuja Patil,Pizza Hut,Cheese Pizza,Pizza,2,335.0,670.0,2026-02-27,19:20:00,34,Nashik,4.8,Cash,Delivered
214,1414,Nilesh Shah,KFC,Chicken Popcorn,Fast Food,3,225.0,675.0,2026-02-28,20:10:00,36,Nagpur,4.3,UPI,Delivered
215,1415,Priyanka More,Dominos,Mexican Green Wave,Pizza,1,455.0,455.0,2026-03-01,21:00:00,28,Mumbai,4.7,Card,Delivered
216,1416,Harshal Patil,Subway,Paneer Tikka Sandwich,Healthy,2,275.0,550.0,2026-03-02,13:30:00,25,Thane,4.6,UPI,Delivered
217,1417,Monika Shah,Burger King,Cheese Burger,Burger,2,210.0,420.0,2026-03-03,15:45:00,28,Mumbai,4.1,Cash,Delivered
218,1418,Deepali More,Pizza Hut,Veg Feast Pizza,Pizza,2,385.0,770.0,2026-03-04,18:40:00,35,Pune,4.8,UPI,Delivered
219,1419,Sachin Patil,KFC,Chicken Burger,Burger,2,270.0,540.0,2026-03-05,19:50:00,32,Nashik,4.4,Card,Delivered
220,1420,Bhakti Shah,McDonalds,French Fries,Snacks,4,105.0,420.0,2026-03-06,17:00:00,20,Nagpur,4.0,Unknown,Delivered
221,1421,Aniket More,Dominos,Veg Extravaganza,Pizza,1,505.0,505.0,2026-03-07,20:20:00,29,Thane,4.7,UPI,Delivered
222,1422,Rohini Patil,Subway,Corn Sandwich,Healthy,2,235.0,470.0,2026-03-08,13:10:00,23,Mumbai,4.5,Card,Delivered
223,1423,Gaurav Shah,Burger King,King Burger,Burger,1,320.0,320.0,2026-03-09,15:15:00,30,Pune,4.3,Cash,Delivered
224,1424,Pallavi More,Pizza Hut,Margherita Pizza,Pizza,2,310.0,620.0,2026-03-10,18:30:00,33,Nashik,4.6,UPI,Delivered
225,1425,Yash Patil,KFC,Hot Wings,Fast Food,2,310.0,620.0,2026-03-11,19:45:00,37,Nagpur,4.4,Card,Delivered
226,1426,Reshma Shah,Dominos,Cheese Burst Pizza,Pizza,1,535.0,535.0,2026-03-12,20:25:00,28,Thane,4.9,UPI,Delivered
227,1427,Ajay More,Subway,Veggie Delight,Healthy,2,255.0,510.0,2026-03-13,13:20:00,24,Mumbai,4.3,Cash,Delivered
228,1428,Vaibhavi Patil,Burger King,Veg Whopper,Burger,1,265.0,265.0,2026-03-14,15:50:00,27,Pune,4.2,Card,Delivered
229,1429,Megha Shah,Pizza Hut,Loaded Veg Pizza,Pizza,2,425.0,850.0,2026-03-15,18:45:00,36,Nashik,4.8,UPI,Delivered
230,1430,Omkar More,KFC,Chicken Strips,Fast Food,2,265.0,530.0,2026-03-16,19:35:00,35,Nagpur,4.3,Cash,Delivered
231,1431,Nikita Patil,Dominos,Paneer Makhani Pizza,Pizza,1,440.0,440.0,2026-03-17,20:10:00,29,Thane,4.7,Card,Delivered
232,1432,Rakesh Shah,McDonalds,McChicken,Burger,2,240.0,480.0,2026-03-18,16:25:00,22,Mumbai,4.5,UPI,Delivered
233,1433,Kajal More,Subway,Cheese Sandwich,Healthy,2,260.0,520.0,2026-03-19,13:35:00,24,Pune,4.4,Cash,Delivered
234,1434,Pratik Patil,Pizza Hut,Paneer Pizza,Pizza,1,360.0,360.0,2026-03-20,18:20:00,35,Mumbai,4.6,Card,Delivered
235,1435,Rutuja Shah,KFC,Chicken Bucket,Fast Food,1,760.0,760.0,2026-03-21,20:20:00,42,Nashik,4.6,UPI,Delivered
236,1436,Sanket More,Dominos,Deluxe Veggie Pizza,Pizza,1,475.0,475.0,2026-03-22,19:05:00,28,Nagpur,4.8,Cash,Delivered
237,1437,Pooja Patil,Burger King,Crispy Veg Burger,Burger,2,210.0,420.0,2026-03-23,15:25:00,27,Thane,4.1,Card,Delivered
238,1438,Tejas Shah,Subway,Paneer Sandwich,Healthy,2,265.0,530.0,2026-03-24,13:30:00,24,Mumbai,4.5,UPI,Delivered
239,1439,Anjali More,Pizza Hut,Cheese Pizza,Pizza,2,345.0,690.0,2026-03-25,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
240,1440,Manish Patil,KFC,Chicken Popcorn,Fast Food,3,240.0,720.0,2026-03-26,19:50:00,36,Nashik,4.4,Card,Delivered
241,1441,Sneha Shah,Dominos,Farmhouse Pizza,Pizza,1,470.0,470.0,2026-03-27,20:15:00,29,Nagpur,4.6,UPI,Delivered
242,1442,Abhishek More,McDonalds,McVeggie,Burger,3,150.0,450.0,2026-03-28,17:05:00,21,Thane,4.2,Cash,Delivered
243,1443,Priya Patil,Subway,Veg Sandwich,Healthy,2,245.0,490.0,2026-03-29,13:10:00,23,Mumbai,4.3,Card,Delivered
244,1444,Kiran Shah,Burger King,Whopper,Burger,1,300.0,300.0,2026-03-30,15:40:00,30,Pune,4.6,UPI,Delivered
245,1445,Monika More,Pizza Hut,Veggie Paradise Pizza,Pizza,2,390.0,780.0,2026-03-31,18:40:00,35,Nashik,4.8,Cash,Delivered
246,1446,Harshal Patil,KFC,Hot Crispy Chicken,Fast Food,2,340.0,680.0,2026-04-01,19:55:00,39,Nagpur,4.5,Card,Delivered
247,1447,Deepali Shah,Dominos,Cheese n Corn Pizza,Pizza,1,390.0,390.0,2026-04-02,20:25:00,28,Thane,4.5,UPI,Delivered
248,1448,Akash More,McDonalds,French Fries,Snacks,4,110.0,440.0,2026-04-03,17:15:00,20,Mumbai,4.1,Cash,Delivered
249,1449,Rohit Patil,Subway,Paneer Tikka Sandwich,Healthy,2,275.0,550.0,2026-04-04,13:25:00,24,Pune,4.7,Card,Delivered
250,1450,Neha Shah,Burger King,Cheese Burger,Burger,2,215.0,430.0,2026-04-05,15:35:00,28,Nashik,4.2,UPI,Delivered
251,1451,Rahul More,Pizza Hut,Veg Supreme Pizza,Pizza,2,395.0,790.0,2026-04-06,18:20:00,35,Mumbai,4.7,UPI,Delivered
252,1452,Sneha Patil,Dominos,Cheese Burst Pizza,Pizza,1,545.0,545.0,2026-04-07,19:10:00,28,Pune,4.8,Card,Delivered
253,1453,Amit Shah,KFC,Chicken Bucket,Fast Food,1,775.0,775.0,2026-04-08,20:15:00,42,Nashik,4.5,Cash,Delivered
254,1454,Pooja More,McDonalds,French Fries,Snacks,4,105.0,420.0,2026-04-09,17:25:00,21,Nagpur,4.1,UPI,Delivered
255,1455,Rohan Patil,Subway,Paneer Sandwich,Healthy,2,260.0,520.0,2026-04-10,13:30:00,24,Thane,4.6,Card,Delivered
256,1456,Kiran Shah,Burger King,Veg Burger,Burger,2,200.0,400.0,2026-04-11,15:20:00,28,Mumbai,4.0,Cash,Delivered
257,1457,Neha More,Pizza Hut,Paneer Pizza,Pizza,1,350.0,350.0,2026-04-12,18:15:00,36,Pune,4.7,UPI,Delivered
258,1458,Sagar Patil,KFC,Chicken Wings,Fast Food,2,305.0,610.0,2026-04-13,19:40:00,38,Nashik,4.4,Card,Delivered
259,1459,Anjali Shah,Dominos,Peppy Paneer,Pizza,1,420.0,420.0,2026-04-14,20:00:00,29,Nagpur,4.6,UPI,Delivered
260,1460,Tejas More,Subway,Veg Sandwich,Healthy,2,245.0,490.0,2026-04-15,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
261,1461,Komal Patil,McDonalds,McVeggie,Burger,3,145.0,435.0,2026-04-16,16:20:00,21,Mumbai,4.2,UPI,Delivered
262,1462,Vikas Shah,Burger King,Whopper,Burger,1,305.0,305.0,2026-04-17,18:10:00,30,Pune,4.5,Card,Delivered
263,1463,Rutuja More,Pizza Hut,Cheese Pizza,Pizza,2,340.0,680.0,2026-04-18,19:20:00,34,Nashik,4.8,Cash,Delivered
264,1464,Nilesh Patil,KFC,Chicken Popcorn,Fast Food,3,230.0,690.0,2026-04-19,20:10:00,36,Nagpur,4.3,UPI,Delivered
265,1465,Priyanka Shah,Dominos,Mexican Green Wave,Pizza,1,460.0,460.0,2026-04-20,21:00:00,28,Mumbai,4.7,Card,Delivered
266,1466,Harshal More,Subway,Paneer Tikka Sandwich,Healthy,2,280.0,560.0,2026-04-21,13:30:00,25,Thane,4.6,UPI,Delivered
267,1467,Monika Patil,Burger King,Cheese Burger,Burger,2,215.0,430.0,2026-04-22,15:45:00,28,Mumbai,4.1,Cash,Delivered
268,1468,Deepali Shah,Pizza Hut,Veg Feast Pizza,Pizza,2,390.0,780.0,2026-04-23,18:40:00,35,Pune,4.8,UPI,Delivered
269,1469,Sachin More,KFC,Chicken Burger,Burger,2,275.0,550.0,2026-04-24,19:50:00,32,Nashik,4.4,Card,Delivered
270,1470,Bhakti Patil,McDonalds,French Fries,Snacks,4,110.0,440.0,2026-04-25,17:00:00,20,Nagpur,4.0,Unknown,Delivered
271,1471,Aniket Shah,Dominos,Veg Extravaganza,Pizza,1,510.0,510.0,2026-04-26,20:20:00,29,Thane,4.7,UPI,Delivered
272,1472,Rohini More,Subway,Corn Sandwich,Healthy,2,240.0,480.0,2026-04-27,13:10:00,23,Mumbai,4.5,Card,Delivered
273,1473,Gaurav Patil,Burger King,King Burger,Burger,1,325.0,325.0,2026-04-28,15:15:00,30,Pune,4.3,Cash,Delivered
274,1474,Pallavi Shah,Pizza Hut,Margherita Pizza,Pizza,2,315.0,630.0,2026-04-29,18:30:00,33,Nashik,4.6,UPI,Delivered
275,1475,Yash More,KFC,Hot Wings,Fast Food,2,315.0,630.0,2026-04-30,19:45:00,37,Nagpur,4.4,Card,Delivered
276,1476,Reshma Patil,Dominos,Cheese Burst Pizza,Pizza,1,540.0,540.0,2026-05-01,20:25:00,28,Thane,4.9,UPI,Delivered
277,1477,Ajay Shah,Subway,Veggie Delight,Healthy,2,260.0,520.0,2026-05-02,13:20:00,24,Mumbai,4.3,Cash,Delivered
278,1478,Vaibhavi More,Burger King,Veg Whopper,Burger,1,270.0,270.0,2026-05-03,15:50:00,27,Pune,4.2,Card,Delivered
279,1479,Megha Patil,Pizza Hut,Loaded Veg Pizza,Pizza,2,430.0,860.0,2026-05-04,18:45:00,36,Nashik,4.8,UPI,Delivered
280,1480,Omkar Shah,KFC,Chicken Strips,Fast Food,2,270.0,540.0,2026-05-05,19:35:00,35,Nagpur,4.3,Cash,Delivered
281,1481,Nikita More,Dominos,Paneer Makhani Pizza,Pizza,1,445.0,445.0,2026-05-06,20:10:00,29,Thane,4.7,Card,Delivered
282,1482,Rakesh Patil,McDonalds,McChicken,Burger,2,245.0,490.0,2026-05-07,16:25:00,22,Mumbai,4.5,UPI,Delivered
283,1483,Kajal Shah,Subway,Cheese Sandwich,Healthy,2,265.0,530.0,2026-05-08,13:35:00,24,Pune,4.4,Cash,Delivered
284,1484,Pratik More,Pizza Hut,Paneer Pizza,Pizza,1,365.0,365.0,2026-05-09,18:20:00,35,Mumbai,4.6,Card,Delivered
285,1485,Rutuja Patil,KFC,Chicken Bucket,Fast Food,1,765.0,765.0,2026-05-10,20:20:00,42,Nashik,4.6,UPI,Delivered
286,1486,Sanket Shah,Dominos,Deluxe Veggie Pizza,Pizza,1,480.0,480.0,2026-05-11,19:05:00,28,Nagpur,4.8,Cash,Delivered
287,1487,Pooja More,Burger King,Crispy Veg Burger,Burger,2,215.0,430.0,2026-05-12,15:25:00,27,Thane,4.1,Card,Delivered
288,1488,Tejas Patil,Subway,Paneer Sandwich,Healthy,2,270.0,540.0,2026-05-13,13:30:00,24,Mumbai,4.5,UPI,Delivered
289,1489,Anjali Shah,Pizza Hut,Cheese Pizza,Pizza,2,350.0,700.0,2026-05-14,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
290,1490,Manish More,KFC,Chicken Popcorn,Fast Food,3,245.0,735.0,2026-05-15,19:50:00,36,Nashik,4.4,Card,Delivered
291,1491,Sneha Patil,Dominos,Farmhouse Pizza,Pizza,1,475.0,475.0,2026-05-16,20:15:00,29,Nagpur,4.6,UPI,Delivered
292,1492,Abhishek Shah,McDonalds,McVeggie,Burger,3,155.0,465.0,2026-05-17,17:05:00,21,Thane,4.2,Cash,Delivered
293,1493,Priya More,Subway,Veg Sandwich,Healthy,2,250.0,500.0,2026-05-18,13:10:00,23,Mumbai,4.3,Card,Delivered
294,1494,Kiran Patil,Burger King,Whopper,Burger,1,305.0,305.0,2026-05-19,15:40:00,30,Pune,4.6,UPI,Delivered
295,1495,Monika Shah,Pizza Hut,Veggie Paradise Pizza,Pizza,2,395.0,790.0,2026-05-20,18:40:00,35,Nashik,4.8,Cash,Delivered
296,1496,Harshal More,KFC,Hot Crispy Chicken,Fast Food,2,345.0,690.0,2026-05-21,19:55:00,39,Nagpur,4.5,Card,Delivered
297,1497,Deepali Patil,Dominos,Cheese n Corn Pizza,Pizza,1,395.0,395.0,2026-05-22,20:25:00,28,Thane,4.5,UPI,Delivered
298,1498,Akash Shah,McDonalds,French Fries,Snacks,4,115.0,460.0,2026-05-23,17:15:00,20,Mumbai,4.1,Cash,Delivered
299,1499,Rohit More,Subway,Paneer Tikka Sandwich,Healthy,2,280.0,560.0,2026-05-24,13:25:00,24,Pune,4.7,Card,Delivered
300,1500,Neha Patil,Burger King,Cheese Burger,Burger,2,220.0,440.0,2026-05-25,15:35:00,28,Nashik,4.2,UPI,Delivered
301,1501,Rahul Shah,Pizza Hut,Veg Supreme Pizza,Pizza,2,400.0,800.0,2026-05-26,18:20:00,35,Mumbai,4.7,UPI,Delivered
302,1502,Sneha More,Dominos,Cheese Burst Pizza,Pizza,1,550.0,550.0,2026-05-27,19:10:00,28,Pune,4.8,Card,Delivered
303,1503,Amit Patil,KFC,Chicken Bucket,Fast Food,1,780.0,780.0,2026-05-28,20:15:00,42,Nashik,4.5,Cash,Delivered
304,1504,Pooja Shah,McDonalds,French Fries,Snacks,4,120.0,480.0,2026-05-29,17:25:00,21,Nagpur,4.1,UPI,Delivered
305,1505,Rohan More,Subway,Paneer Sandwich,Healthy,2,265.0,530.0,2026-05-30,13:30:00,24,Thane,4.6,Card,Delivered
306,1506,Kiran Patil,Burger King,Veg Burger,Burger,2,205.0,410.0,2026-05-31,15:20:00,28,Mumbai,4.0,Cash,Delivered
307,1507,Neha Shah,Pizza Hut,Paneer Pizza,Pizza,1,355.0,355.0,2026-06-01,18:15:00,36,Pune,4.7,UPI,Delivered
308,1508,Sagar More,KFC,Chicken Wings,Fast Food,2,310.0,620.0,2026-06-02,19:40:00,38,Nashik,4.4,Card,Delivered
309,1509,Anjali Patil,Dominos,Peppy Paneer,Pizza,1,425.0,425.0,2026-06-03,20:00:00,29,Nagpur,4.6,UPI,Delivered
310,1510,Tejas Shah,Subway,Veg Sandwich,Healthy,2,250.0,500.0,2026-06-04,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
311,1511,Komal More,McDonalds,McVeggie,Burger,3,160.0,480.0,2026-06-05,16:20:00,21,Mumbai,4.2,UPI,Delivered
312,1512,Vikas Patil,Burger King,Whopper,Burger,1,310.0,310.0,2026-06-06,18:10:00,30,Pune,4.5,Card,Delivered
313,1513,Rutuja Shah,Pizza Hut,Cheese Pizza,Pizza,2,345.0,690.0,2026-06-07,19:20:00,34,Nashik,4.8,Cash,Delivered
314,1514,Nilesh More,KFC,Chicken Popcorn,Fast Food,3,235.0,705.0,2026-06-08,20:10:00,36,Nagpur,4.3,UPI,Delivered
315,1515,Priyanka Patil,Dominos,Mexican Green Wave,Pizza,1,465.0,465.0,2026-06-09,21:00:00,28,Mumbai,4.7,Card,Delivered
316,1516,Harshal Shah,Subway,Paneer Tikka Sandwich,Healthy,2,285.0,570.0,2026-06-10,13:30:00,25,Thane,4.6,UPI,Delivered
317,1517,Monika More,Burger King,Cheese Burger,Burger,2,220.0,440.0,2026-06-11,15:45:00,28,Mumbai,4.1,Cash,Delivered
318,1518,Deepali Patil,Pizza Hut,Veg Feast Pizza,Pizza,2,395.0,790.0,2026-06-12,18:40:00,35,Pune,4.8,UPI,Delivered
319,1519,Sachin Shah,KFC,Chicken Burger,Burger,2,280.0,560.0,2026-06-13,19:50:00,32,Nashik,4.4,Card,Delivered
320,1520,Bhakti More,McDonalds,French Fries,Snacks,4,115.0,460.0,2026-06-14,17:00:00,20,Nagpur,4.0,Unknown,Delivered
321,1521,Aniket Patil,Dominos,Veg Extravaganza,Pizza,1,515.0,515.0,2026-06-15,20:20:00,29,Thane,4.7,UPI,Delivered
322,1522,Rohini Shah,Subway,Corn Sandwich,Healthy,2,245.0,490.0,2026-06-16,13:10:00,23,Mumbai,4.5,Card,Delivered
323,1523,Gaurav More,Burger King,King Burger,Burger,1,330.0,330.0,2026-06-17,15:15:00,30,Pune,4.3,Cash,Delivered
324,1524,Pallavi Patil,Pizza Hut,Margherita Pizza,Pizza,2,320.0,640.0,2026-06-18,18:30:00,33,Nashik,4.6,UPI,Delivered
325,1525,Yash Shah,KFC,Hot Wings,Fast Food,2,320.0,640.0,2026-06-19,19:45:00,37,Nagpur,4.4,Card,Delivered
326,1526,Reshma More,Dominos,Cheese Burst Pizza,Pizza,1,545.0,545.0,2026-06-20,20:25:00,28,Thane,4.9,UPI,Delivered
327,1527,Ajay Patil,Subway,Veggie Delight,Healthy,2,265.0,530.0,2026-06-21,13:20:00,24,Mumbai,4.3,Cash,Delivered
328,1528,Vaibhavi Shah,Burger King,Veg Whopper,Burger,1,275.0,275.0,2026-06-22,15:50:00,27,Pune,4.2,Card,Delivered
329,1529,Megha More,Pizza Hut,Loaded Veg Pizza,Pizza,2,435.0,870.0,2026-06-23,18:45:00,36,Nashik,4.8,UPI,Delivered
330,1530,Omkar Patil,KFC,Chicken Strips,Fast Food,2,275.0,550.0,2026-06-24,19:35:00,35,Nagpur,4.3,Cash,Delivered
331,1531,Nikita Shah,Dominos,Paneer Makhani Pizza,Pizza,1,450.0,450.0,2026-06-25,20:10:00,29,Thane,4.7,Card,Delivered
332,1532,Rakesh More,McDonalds,McChicken,Burger,2,250.0,500.0,2026-06-26,16:25:00,22,Mumbai,4.5,UPI,Delivered
333,1533,Kajal Patil,Subway,Cheese Sandwich,Healthy,2,270.0,540.0,2026-06-27,13:35:00,24,Pune,4.4,Cash,Delivered
334,1534,Pratik Shah,Pizza Hut,Paneer Pizza,Pizza,1,370.0,370.0,2026-06-28,18:20:00,35,Mumbai,4.6,Card,Delivered
335,1535,Rutuja More,KFC,Chicken Bucket,Fast Food,1,770.0,770.0,2026-06-29,20:20:00,42,Nashik,4.6,UPI,Delivered
336,1536,Sanket Patil,Dominos,Deluxe Veggie Pizza,Pizza,1,485.0,485.0,2026-06-30,19:05:00,28,Nagpur,4.8,Cash,Delivered
337,1537,Pooja Shah,Burger King,Crispy Veg Burger,Burger,2,220.0,440.0,2026-07-01,15:25:00,27,Thane,4.1,Card,Delivered
338,1538,Tejas More,Subway,Paneer Sandwich,Healthy,2,275.0,550.0,2026-07-02,13:30:00,24,Mumbai,4.5,UPI,Delivered
339,1539,Anjali Patil,Pizza Hut,Cheese Pizza,Pizza,2,355.0,710.0,2026-07-03,18:50:00,34,Pune,4.4747916666666665,Cash,Delivered
340,1540,Manish Shah,KFC,Chicken Popcorn,Fast Food,3,250.0,750.0,2026-07-04,19:50:00,36,Nashik,4.4,Card,Delivered
341,1541,Sneha More,Dominos,Farmhouse Pizza,Pizza,1,480.0,480.0,2026-07-05,20:15:00,29,Nagpur,4.6,UPI,Delivered
342,1542,Abhishek Patil,McDonalds,McVeggie,Burger,3,160.0,480.0,2026-07-06,17:05:00,21,Thane,4.2,Cash,Delivered
343,1543,Priya Shah,Subway,Veg Sandwich,Healthy,2,255.0,510.0,2026-07-07,13:10:00,23,Mumbai,4.3,Card,Delivered
344,1544,Kiran More,Burger King,Whopper,Burger,1,310.0,310.0,2026-07-08,15:40:00,30,Pune,4.6,UPI,Delivered
345,1545,Monika Patil,Pizza Hut,Veggie Paradise Pizza,Pizza,2,400.0,800.0,2026-07-09,18:40:00,35,Nashik,4.8,Cash,Delivered
346,1546,Harshal Shah,KFC,Hot Crispy Chicken,Fast Food,2,350.0,700.0,2026-07-10,19:55:00,39,Nagpur,4.5,Card,Delivered
347,1547,Deepali More,Dominos,Cheese n Corn Pizza,Pizza,1,400.0,400.0,2026-07-11,20:25:00,28,Thane,4.5,UPI,Delivered
348,1548,Akash Patil,McDonalds,French Fries,Snacks,4,120.0,480.0,2026-07-12,17:15:00,20,Mumbai,4.1,Cash,Delivered
349,1549,Rohit Shah,Subway,Paneer Tikka Sandwich,Healthy,2,285.0,570.0,2026-07-13,13:25:00,24,Pune,4.7,Card,Delivered
350,1550,Neha More,Burger King,Cheese Burger,Burger,2,225.0,450.0,2026-07-14,15:35:00,28,Nashik,4.2,UPI,Delivered
351,1551,Rahul Patil,Pizza Hut,Veg Supreme Pizza,Pizza,2,405.0,810.0,2026-07-15,18:20:00,35,Mumbai,4.7,UPI,Delivered
352,1552,Sneha Shah,Dominos,Cheese Burst Pizza,Pizza,1,555.0,555.0,2026-07-16,19:10:00,28,Pune,4.8,Card,Delivered
353,1553,Amit More,KFC,Chicken Bucket,Fast Food,1,785.0,785.0,2026-07-17,20:15:00,42,Nashik,4.5,Cash,Delivered
354,1554,Pooja Patil,McDonalds,French Fries,Snacks,4,125.0,500.0,2026-07-18,17:25:00,21,Nagpur,4.1,UPI,Delivered
355,1555,Rohan Shah,Subway,Paneer Sandwich,Healthy,2,270.0,540.0,2026-07-19,13:30:00,24,Thane,4.6,Card,Delivered
356,1556,Kiran More,Burger King,Veg Burger,Burger,2,210.0,420.0,2026-07-20,15:20:00,28,Mumbai,4.0,Cash,Delivered
357,1557,Neha Patil,Pizza Hut,Paneer Pizza,Pizza,1,360.0,360.0,2026-07-21,18:15:00,36,Pune,4.7,UPI,Delivered
358,1558,Sagar Shah,KFC,Chicken Wings,Fast Food,2,315.0,630.0,2026-07-22,19:40:00,38,Nashik,4.4,Card,Delivered
359,1559,Anjali More,Dominos,Peppy Paneer,Pizza,1,430.0,430.0,2026-07-23,20:00:00,29,Nagpur,4.6,UPI,Delivered
360,1560,Tejas Patil,Subway,Veg Sandwich,Healthy,2,255.0,510.0,2026-07-24,13:15:00,23,Thane,4.4747916666666665,Cash,Delivered
361,1561,Komal Shah,McDonalds,McVeggie,Burger,3,165.0,495.0,2026-07-25,16:20:00,21,Mumbai,4.2,UPI,Delivered
362,1562,Vikas More,Burger King,Whopper,Burger,1,315.0,315.0,2026-07-26,18:10:00,30,Pune,4.5,Card,Delivered
363,1563,Rutuja Patil,Pizza Hut,Cheese Pizza,Pizza,2,350.0,700.0,2026-07-27,19:20:00,34,Nashik,4.8,Cash,Delivered
364,1564,Nilesh Shah,KFC,Chicken Popcorn,Fast Food,3,240.0,720.0,2026-07-28,20:10:00,36,Nagpur,4.3,UPI,Delivered
365,1565,Priyanka More,Dominos,Mexican Green Wave,Pizza,1,470.0,470.0,2026-07-29,21:00:00,28,Mumbai,4.7,Card,Delivered
366,1566,Harshal Patil,Subway,Paneer Tikka Sandwich,Healthy,2,290.0,580.0,2026-07-30,13:30:00,25,Thane,4.6,UPI,Delivered
367,1567,Monika Shah,Burger King,Cheese Burger,Burger,2,225.0,450.0,2026-07-31,15:45:00,28,Mumbai,4.1,Cash,Delivered
368,1568,Deepali More,Pizza Hut,Veg Feast Pizza,Pizza,2,400.0,800.0,2026-08-01,18:40:00,35,Pune,4.8,UPI,Delivered
369,1569,Sachin Patil,KFC,Chicken Burger,Burger,2,285.0,570.0,2026-08-02,19:50:00,32,Nashik,4.4,Card,Delivered
370,1570,Bhakti Shah,McDonalds,French Fries,Snacks,4,120.0,480.0,2026-08-03,17:00:00,20,Nagpur,4.0,Unknown,Delivered
